1 1020 62 3
2 1020 12 6
3 1620 408 56
4 5380 331 93
5 1590 304 84
6 1530 684 95
7 5100 843 117
8 5630 1082 175
9 11820 846 148
10 2549 1245 151
11 4870 1850 171
12 2060 390 161
13 4590 783 167
14 1660 1041 198
