1 1020 183 20
2 1530 317 63
3 1530 281 62
4 1530 270 53
5 1020 73 48
6 1050 311 98
7 2140 556 107
8 1530 447 111
9 1530 174 88
10 1020 303 97
11 2040 1274 131
12 2130 974 145
13 3060 985 158
14 3570 940 193
15 9520 1686 263
16 7160 2443 257
17 8190 3552 312
18 8320 3689 337
19 5199 3822 340
20 8849 3798 387
21 5329 2975 348
22 5249 2618 347
23 4120 2334 383
24 7290 2836 428
25 13350 2489 434
26 5310 2381 411
27 6230 2661 461
28 14450 3151 510
