% Digital Circuits
% Stroke Classification Features
% 6/2/2009 4:35:09 PM

@RELATION digital_circuits

@ATTRIBUTE 'Arc Length' NUMERIC
@ATTRIBUTE 'Average Pen Speed' NUMERIC
@ATTRIBUTE 'Maximum Pen Speed' NUMERIC
@ATTRIBUTE 'Sum of Thetas' NUMERIC
@ATTRIBUTE 'Sum of Abs Value of Thetas' NUMERIC
@ATTRIBUTE 'Sum of Squared Thetas' NUMERIC
@ATTRIBUTE 'Sum of Sqrt of Thetas' NUMERIC
@ATTRIBUTE 'Path Density' NUMERIC
@ATTRIBUTE 'Bounding Box Width' NUMERIC
@ATTRIBUTE 'Bounding Box Height' NUMERIC
@ATTRIBUTE 'Bounding Box Area' NUMERIC
@ATTRIBUTE 'Self Enclosing' NUMERIC
@ATTRIBUTE 'Number of Self Intersections' NUMERIC
@ATTRIBUTE 'Number of LL Intersections' NUMERIC
@ATTRIBUTE 'Number of LX Intersections' NUMERIC
@ATTRIBUTE 'Number of XL Intersections' NUMERIC
@ATTRIBUTE 'Number of XX Intersections' NUMERIC
@ATTRIBUTE 'Part of a Closed Path' NUMERIC
@ATTRIBUTE 'End Point to Arc Length Ratio' NUMERIC
@ATTRIBUTE 'Distance To Left or Right Edge' NUMERIC
@ATTRIBUTE 'Distance To Top or Bottom Edge' NUMERIC
@ATTRIBUTE 'Inside a Closed Path' NUMERIC
@ATTRIBUTE 'Minimum Pen Speed' NUMERIC
@ATTRIBUTE 'Difference Between Maximum and Minimum Pen Speed' NUMERIC
@ATTRIBUTE 'Time to Draw Stroke' NUMERIC
@ATTRIBUTE 'Time to Previous Stroke' NUMERIC
@ATTRIBUTE 'Time to Next Stroke' NUMERIC
@ATTRIBUTE class {Gate,Label,Wire}

@DATA
2.93314989943465,1.30468834724109,2.3880933516422,-0.314255379325711,0.940557648548384,0.151128236863151,2.94277841508521,1.15313898635713,0.182834354864058,0.78727367354206,0.122361206021601,0,0,0,0,0,0,0,0.961166592994719,0.0112739035296356,0,0,0,2.3880933516422,0.128,0,0.273,Label
3.09269586258089,1.67698975391191,2.18880939146635,0.214937619907283,0.478581593203562,0.021709690056861,2.40697334169805,1.1081049877621,0.19008329404369,0.846796504779905,0.136830597223021,0,0,0,0,0,1,0,0.995415172105386,0.0235467605365807,0.00104547830632514,0,0,1.61746029098102,0.105,0.273,0.201,Label
1.65153345092134,1.25374324469695,1.58241724343207,1.04780489930733,1.32429746971545,0.60059142123607,2.58962648730768,1.12280397414454,0.322175074650322,0.0988303613005725,0.027067150464474,0,0,0,0,0,1,0,0.954641329436656,0.016934639901056,0.0601150026136958,0,0,0.615001368712989,0.075,0.201,1.57,Label
3.32813618006708,1.4803813787362,2.23683119814223,3.24459108819603,3.55669311902817,9.18237593128365,4.16309690706169,1.85573632896888,0.0757111425428257,0.704166324266579,0.0453205600589536,0,0,0,0,0,0,0,0.48583170563621,0.00994196555988964,0.377940407736539,0,0,1.60680899942183,0.128,1.57,0.476,Label
6.54493156953606,1.12579576668918,2.1043090793108,-4.57885993129282,11.1714921663662,10.8249456834401,16.8589221225535,5.69264467536236,0.534810623919535,0.79064289040458,0.359451758168214,0,0,0,0,0,0,0,0.442509590182331,0.00542289030539435,0.369315211709357,0,0.246897417546322,1.85741166176448,0.331,0.476,1.022,Label
5.56240947882293,1.75943386241588,2.41820186898881,4.87953406161536,4.94617605337186,1.87759814654665,9.21948586273179,4.33038845519441,0.552530253025303,0.741227709754294,0.348151222849296,0,0,0,0,0,0,0,0.461631962280024,0,0.9776529012023,0,1.98894757194055,1.89718081487619,0.18,1.022,1.788,Label
4.91841533241817,0.955740685618073,1.52520702885169,-1.43982985833456,5.04326349649004,1.53772271656786,11.6374288550673,1.24119424824633,0.196526795536697,1.27244090174487,0.212578632960362,0,0,0,0,2,0,0,0.897720578263206,0.13148130529921,0.0963146889702039,0,0.706671890147016,1.52520702885169,0.293,1.788,1.211,Gate
5.20893525239845,0.606488534275841,1.01081324616121,-2.27583102893722,5.8969000599579,1.27191445330292,14.9356619277089,1.28782399336455,0.246463932107496,1.32297915468266,0.277182999818977,0,0,0,0,0,0,0,0.886141566763923,0.142041670630768,0.0922634605331939,0,0.350888529611977,1.01081324616121,0.489,1.211,1.468,Gate
13.3294730136435,0.747703532345912,1.34189893862671,-2.50301761332493,11.3046906523563,3.61739188327963,29.5165632219885,4.80252161410751,1.25728822882288,1.34768674500781,1.4404030184674,0,0,0,0,1,0,0,0.337403887008542,0.143896869945771,0.0926555148980659,0,0,1.34189893862671,1.015,1.468,6.616,Gate
2.92035256274357,1.47142908640878,1.78493897537246,0.0170902358477779,0.80446389347744,0.125672254673303,2.14222721128113,1.00396032297953,0.0112761276127613,0.840058071054866,0.008052477263181,0,0,0,0,0,0,0,0.99820049474787,0.143754162306155,0.571745948771563,0,0,1.2303159236059,0.113,6.616,0.662,Gate
5.07785633285358,1.284932713353,2.32982269060067,1.7925772958175,3.4416084592116,2.13393081078601,6.8205247028583,1.06802106899544,1.01565692283514,0.274029638151587,0.236594577372477,0,0,0,0,1,0,0,0.981060001643053,0.144420131291028,0.477522216414009,0,1.06284161474362,2.18340967479557,0.225,0.662,0.483,Gate
4.69368610944869,1.54472236523761,3.17532428135147,0.285462860266745,2.78136131476238,1.00476965581,5.79121765681124,1.23714426731634,0.872289014615747,0.579505300353357,0.429712544311393,0,0,0,0,0,1,0,0.995895216663194,0.146275330606032,0.585859905906952,0,2.73579741405135,3.17532428135147,0.173,0.483,0.616,Gate
5.49563931510282,1.4353050835593,2.24487618004291,7.13757318662922,7.13757318662922,3.48937000606346,12.3602687587049,8.31893823879527,0.393859028760019,0.500890240227902,0.167704065721562,1,0,0,1,0,1,1,0.0927052747666121,0.193321282465988,0.543779404077365,0,1.15655022597224,1.26893811442699,0.218,0.616,3.898,Gate
10.9667034517071,0.380960230891632,0.887487698011196,1.64756821806467,9.57056500897751,5.50446948360903,20.0119557578913,1.77252107977149,1.70269526952695,0.88385789026762,1.27932117717198,0,0,0,1,0,0,0,0.792003384279715,0.0422890305394349,0.0556717198118139,0,0,0.887487698011196,1.639,3.898,2.701,Wire
16.1402497763227,0.538343191788199,1.25788663146215,0.269364072299582,11.3415865421596,6.41872185689988,25.2710909971282,3.74314234427325,1.72444208706585,1.96649957542389,2.88272149920205,0,0,0,1,3,4,0,0.644246125493162,0.0432404148035392,0.208572922111866,0,0,1.25788663146215,1.707,2.701,4.817,Wire
