@RELATION zernikeFeatures

@ATTRIBUTE A20 NUMERIC
@ATTRIBUTE A22 NUMERIC
@ATTRIBUTE A31 NUMERIC
@ATTRIBUTE A33 NUMERIC
@ATTRIBUTE A40 NUMERIC
@ATTRIBUTE A42 NUMERIC
@ATTRIBUTE A43 NUMERIC
@ATTRIBUTE A51 NUMERIC
@ATTRIBUTE A53 NUMERIC
@ATTRIBUTE A55 NUMERIC
@ATTRIBUTE A60 NUMERIC
@ATTRIBUTE A62 NUMERIC
@ATTRIBUTE A64 NUMERIC
@ATTRIBUTE A66 NUMERIC
@ATTRIBUTE A71 NUMERIC
@ATTRIBUTE A73 NUMERIC
@ATTRIBUTE A75 NUMERIC
@ATTRIBUTE A77 NUMERIC
@ATTRIBUTE A80 NUMERIC
@ATTRIBUTE A82 NUMERIC
@ATTRIBUTE A84 NUMERIC
@ATTRIBUTE A86 NUMERIC
@ATTRIBUTE A88 NUMERIC
@ATTRIBUTE A91 NUMERIC
@ATTRIBUTE A93 NUMERIC
@ATTRIBUTE A95 NUMERIC
@ATTRIBUTE A97 NUMERIC
@ATTRIBUTE A99 NUMERIC
@ATTRIBUTE A100 NUMERIC
@ATTRIBUTE A102 NUMERIC
@ATTRIBUTE A104 NUMERIC
@ATTRIBUTE A106 NUMERIC
@ATTRIBUTE A108 NUMERIC
@ATTRIBUTE A1010 NUMERIC
@ATTRIBUTE class {AND,OR,NAND,NOR,NOT,XOR,NOTBUBBLE}

@DATA
200.535228295788,125.147045026631,726.405011181589,233.171039055552,557.042300821634,1877.20567539946,412.520124675573,2724.01879193096,4197.07870299993,708.797263063892,1091.8029096104,8760.29315186416,8662.92261818704,1196.3416162219,6779.78010436149,23317.1039055551,17011.1343135334,1996.08206258044,1804.81705466209,26280.8794555925,55690.2168312024,32301.2236379912,3304.34021978512,13620.0939596548,81609.8636694431,124039.521036181,59882.4618774132,5439.22491803151,2696.08473597671,61947.7872881823,222348.347200134,263195.155568817,109043.227252909,8915.25273495477,AND
217.723962149713,210.653227446143,955.068232060181,525.508253025954,604.788783749202,3159.79841169215,1286.03942250646,3581.50587022568,9459.14855446717,3124.17030051124,1185.38601614844,14745.72592123,27006.8278726356,7559.62116335922,8913.97016589502,52550.8253025954,74980.0872122697,18236.5182552608,1959.51565934742,44237.1777636901,173615.322038372,204109.771410699,43870.9498808212,17907.5293511284,183927.888559084,546729.802589467,547095.547657824,105264.3500612,2927.17771334614,104273.347585841,693175.24873098,1663116.65593903,1447741.3460671,251965.281024116,OR
220.588751125367,185.367195813674,907.278805661469,424.588717061459,612.746530903797,2780.50793720512,948.904238405222,3402.29552123051,7642.59690710625,2099.19889944297,1200.98320057144,12975.7037069572,19926.9890065097,4619.69967785651,8467.93551950704,42458.8717061459,50380.7735866314,10130.574838409,1985.2987601283,38927.1111208716,128102.072184705,124731.891302126,22150.0335275315,17011.4776061525,148606.050971511,367359.807402521,303917.245152271,48300.9772704794,2965.69320957438,91756.7619277689,511459.384500415,1016333.92912843,730951.106408539,105067.613849163,OR
240.642273954946,196.09712558707,978.982808012971,437.827602039631,668.450760985961,2941.45688380605,950.976205967746,3671.18553004864,7880.89683671335,2042.62322172885,1310.16349153248,13726.7987910949,19970.5003253227,4365.02607516936,9137.17287478773,43782.7602039631,49022.9573214925,9300.25880027256,2165.78046559451,41180.3963732847,128381.787805646,117855.704029573,19770.2374937439,18355.9276502432,153239.660713871,357459.063802549,279007.764008177,41939.6759532468,3235.30168317205,97068.0771655998,512576.175016615,960305.736537259,652417.83729355,88790.788341565,OR
232.047907027983,166.106691302706,880.926431697454,350.812250062102,644.577519522176,2491.60036954059,721.916407666615,3303.47411886545,6314.62050111784,1468.38752024059,1263.37193826347,11627.4683911894,15160.2445609989,2967.12415181849,8221.98002917624,35081.2250062102,35241.3004857741,5967.42778012012,2088.43116325185,34882.4051735682,97458.7150349931,80112.3520990992,11954.8034994238,16517.3705943273,122784.287521736,256967.816042103,179022.833403604,23867.1279343711,3119.75519448733,82222.8121948395,389112.943732306,652767.313400067,394508.515480984,47502.2243549166,OR
214.859173174059,163.657914871114,850.136354695133,347.251045790424,596.831036594608,2454.86872306671,710.076377098504,3188.01133010675,6250.51882422763,1425.63377683196,1169.78883172543,11456.054040978,14911.6039190686,2833.19470081156,7934.60597715458,34725.1045790424,34215.210643967,5594.37399260337,1933.73255856653,34368.1621229339,95860.310908298,76496.2569219122,10996.2627944432,15940.0566505338,121537.866026648,249485.910945593,167831.219778101,21537.362665366,2888.6622171179,81010.6678612013,382731.167256094,623302.834178544,362876.672216625,42058.5148951873,OR
206.264806247096,163.223542525702,834.53556980165,350.045568373165,572.957795130823,2448.35313788553,720.696213165904,3129.50838675619,6300.82023071697,1453.0178846388,1122.99727845641,11425.6479767991,15134.620476484,2894.71357947809,7788.99865148207,35004.5568373165,34872.4292313312,5723.69554006327,1856.38325622387,34276.9439303974,97293.9887773971,78157.2666459084,11258.361590407,15647.5419337809,122515.948930608,254278.12981179,171710.866201898,22056.9264845626,2773.11572843318,80795.6535502224,388455.258896422,636836.98748518,371525.932483429,43073.2689948775,OR
234.912696003638,177.398551279292,925.013563523229,375.307033462411,652.535266676771,2660.97826918939,765.640345057486,3468.80086321211,6755.52660232339,1533.93177757077,1278.96912268647,12417.8985895505,16078.4472462072,3041.77422616781,8633.45992621681,37530.703346241,36814.3626616985,5991.45960144105,2114.21426403274,37253.6957686514,103361.446582761,82127.9041065309,11742.7957513642,17344.0043160606,131357.461711844,268438.061074885,179743.788043231,22921.4833169224,3158.27069071557,87812.2828832497,412680.145985984,669190.329756919,387512.259795017,44585.17976721,OR
234.912696003638,172.986020057231,910.984368876828,363.614849898193,652.535266676771,2594.79030085846,738.276433666488,3416.19138328811,6545.06729816747,1472.78775671179,1278.96912268647,12109.0214040062,15503.8051069962,2907.18002736943,8502.52077618373,36361.4849898193,35346.906161083,5696.34467867208,2114.21426403274,36327.0642120185,99667.3185449758,78493.8607389747,11096.9990898305,17080.9569164405,127265.197464367,257737.857424564,170890.340360162,21513.023948214,3158.27069071557,85628.0799283294,397930.997746237,639579.606021275,366200.969964405,41529.5827676951,OR
200.535228295788,150.231635001285,784.315840129026,319.048895403456,557.042300821634,2253.47452501928,656.057092188976,2941.18440048385,5742.8801172622,1328.95535611851,1091.8029096104,10516.21445009,13777.1989359685,2670.3498886551,7320.28117453757,31904.8895403456,31894.9285468441,5337.76797260492,1804.81705466209,31548.6433502699,88567.7074455117,72099.4469936877,10627.3013718998,14705.9220024192,111667.113391209,232567.187320739,160133.039178147,21087.1542814501,2696.08473597671,74364.6593256363,353614.772689858,587476.975504122,350700.945272694,41715.7178024426,OR
232.047907027983,198.098816097424,957.877499796173,462.686494714765,644.577519522176,2971.48224146136,1059.96336504822,3592.04062423565,8328.35690486578,2411.38608879592,1263.37193826347,13866.9171268197,22259.2306660126,5466.50090852157,8940.18999809762,46268.6494714765,57873.266131102,12357.8191327507,2088.43116325185,41600.7513804591,143095.05428151,147595.524530082,27861.329270914,17960.2031211782,161940.273150168,421992.565539286,370734.573982522,62647.6439740485,3119.75519448733,98058.913968225,571320.25376099,1202630.19987474,919423.865940162,140507.16230404,OR
200.535228295788,179.795878614394,852.226977090845,425.004618525765,557.042300821634,2696.93817921591,979.681045657671,3195.85116409067,7650.08313346377,2234.21370573572,1091.8029096104,12585.7115030076,20573.3019588111,5066.21297959247,7954.11845284789,42500.4618525765,53621.1289376572,11442.3697063885,1804.81705466209,37757.1345090228,132256.941163785,136787.750448997,25757.8512884261,15979.2558204533,148751.616484018,390987.398503751,343271.091191654,57811.5181699357,2696.08473597671,88998.9599141251,528048.083609484,1114566.85551034,850009.092518062,129404.106884439,OR
134.645081855743,93.088765788363,513.187421041896,182.926374070398,374.014116265954,1396.33148682545,342.235727557364,1924.45282890711,3292.67473326717,623.95364688599,733.06766788127,6516.21360518541,7186.95027870464,1121.80608906446,4789.7492630577,18292.6374070398,14974.8875252638,2001.97071296215,1211.80573670169,19548.6408155562,46201.8232202441,30288.7644047405,3559.3613347773,9622.26414453555,64024.2309246394,109191.888205048,60059.1213888645,6317.65395232844,1810.22832272722,46078.9390652397,184465.057153419,246797.339594182,117458.924047651,11206.9805049074,NOTBUBBLE
126.050714928781,86.4780506201308,479.174184382491,168.618189890137,350.14087480217,1297.17075930196,312.143576564425,1796.90319143434,3035.12741802247,561.531155715306,686.276114612253,6053.46354340916,6555.01510785293,993.540089510952,4472.29238756992,16861.8189890137,13476.7477371673,1740.71619992751,1134.45643435903,18160.3906302275,42139.3828361974,26825.5824167957,3032.0113100434,8984.51595717171,59016.3664615481,98267.9522501785,52221.4859978252,5262.95408320281,1694.6818340425,42806.6350569647,168245.387768225,218578.819692409,100056.373231432,9116.81890596527,NOTBUBBLE
143.239448782706,106.577101720139,567.677773393459,215.725435329233,397.887357729738,1598.65652580209,413.758314849758,2128.79165022547,3883.05783592619,769.865902352677,779.859221150287,7460.39712040974,8688.92461184492,1406.84615709971,5298.32588500561,21572.5435329233,18476.7816564642,2542.77379142443,1289.15503904435,22381.1913612292,55857.3725047174,37984.8462416921,4565.14637773721,10643.9582511273,75503.9023652315,134726.532911718,76283.2137427328,8162.84095772702,1925.77481141193,52755.6653514689,223015.73170402,309506.154561935,150649.830465328,14560.9616749161,NOTBUBBLE
143.239448782706,98.7752164616839,546.377860578992,192.585636122113,397.887357729738,1481.62824692526,355.866960828818,2048.91697717122,3466.54145019804,637.946921093273,779.859221150287,6914.26515231786,7473.20617740517,1123.01684730882,5099.52669873726,19258.5636122113,15310.7261062386,1954.77638605206,1289.15503904435,20742.7954569536,48042.0397118904,30321.4548773381,3378.47714097451,10244.5848858561,67404.9726427397,111640.711191323,58643.291581562,5812.61417083406,1925.77481141193,48893.7321485335,191812.291886733,247063.70640794,111489.745652159,9971.10706616786,NOTBUBBLE
117.456348001819,72.2995360711965,424.722970964005,131.844668606817,326.267633338385,1084.49304106795,226.373901603104,1592.71114111502,2373.2040349227,374.723800884853,639.484561343236,5060.96752498376,4753.85193366519,605.597612975915,3964.08106233071,13184.4668606817,8993.37122123646,962.688804541949,1057.10713201637,15182.9025749513,30560.4767164191,16351.1355503497,1512.45757382072,7963.55570557509,46145.6340123859,65576.6651548492,28880.6641362585,2355.93204138721,1579.13534535779,35788.2703552423,122015.532964073,133231.474854701,49911.0999360838,3646.61404389149,NOTBUBBLE
140.374659807052,77.3968858108192,480.180762224215,133.773892802758,389.929610575144,1160.95328716229,217.926999032174,1800.67785834081,2407.93007044964,342.64379557744,764.262036727282,5417.78200675735,4576.46697967565,526.552722706547,4481.68711409268,13377.3892802758,8223.45109385856,796.799897928773,1263.37193826347,16253.346020272,29420.1448693435,14216.9235130768,1192.95612884113,9003.38929170404,46820.8624809653,59962.664226052,23903.9969378632,1772.71967251079,1887.25931518369,38311.4584763555,117462.652478342,115841.59899544,39367.5522517571,2620.23994246778,NOTBUBBLE
103.132403123548,59.6765186943962,362.171492400033,104.991692712618,286.478897565412,895.147780415943,173.346567731009,1358.14309650012,1889.85046882713,275.034864164204,561.498639228207,4177.35630860774,3640.27792235118,424.687465366812,3380.26726240031,10499.1692712618,6600.8367399409,643.045807289676,928.191628111934,12532.0689258232,23401.7866436862,11466.5615649039,959.448815416147,6790.71548250062,36747.0924494165,48131.1012287357,19291.3742186903,1415.31801779407,1386.55786421659,29539.8767537261,93433.8000070137,93431.2423806986,31661.8109087329,2069.03847908376,NOTBUBBLE
120.321136977473,68.3324164551891,418.356755833148,119.310947551806,334.22538049298,1024.98624682784,195.730165209445,1568.8378343743,2147.5970559325,308.932660145875,655.081745766241,4783.26915186324,4110.33346939835,475.110041838998,3904.66305444271,11931.0947551806,7414.38384350101,717.342668872982,1082.89023279726,14349.8074555897,26423.5723032751,12827.9711296529,1068.49248511599,7844.18917187152,41758.831643132,54063.2155255282,21520.2800661895,1575.30517844728,1617.65084158602,33824.5461453186,105498.559047891,104524.20920458,35260.2520088276,2304.22656869238,NOTBUBBLE
111.726770050511,63.8297976886006,389.463658601282,111.922958633145,310.352139029196,957.446965329009,184.542039490213,1460.48871975481,2014.61325539662,292.984269292524,608.290192497224,4468.08583820204,3875.38282929448,453.572668825507,3634.9941469453,11192.2958633145,7031.62246302057,689.863700671051,1005.54093045459,13404.2575146061,24913.1753311788,12246.4620582887,1035.81981445401,7302.44359877404,39173.0355216009,51272.2471261916,20695.9110201315,1540.36751937729,1502.10435290131,31595.7498558573,99468.159285225,99785.9871416114,34182.0538769822,2273.94461097438,NOTBUBBLE
117.456348001819,63.4553420768015,398.088948785247,108.252919703603,326.267633338385,951.830131152022,173.716440526919,1492.83355794468,1948.55255466486,268.514899971152,639.484561343236,4441.8739453761,3648.04525106529,404.860216085762,3715.49685532897,10825.2919703603,6444.35759930766,599.945938757427,1057.10713201637,13325.6218361283,23451.719471134,10931.2258343156,877.969378812814,7464.16778972338,37888.5218962612,46990.1074949517,17998.3781627228,1272.97354058603,1579.13534535779,31410.3943280167,93633.1614440091,89069.2475388678,28972.9895008229,1832.84088295451,NOTBUBBLE
114.591559026165,65.1926838405364,398.351610982019,114.299359036705,318.309886183791,977.890257608045,188.685653206232,1493.81854118257,2057.3884626607,300.308166092413,623.88737692023,4563.48786883755,3962.39871733088,466.653454252462,3717.94836916551,11429.9359036705,7207.39598621791,713.282138917415,1031.32403123548,13690.4636065126,25472.5631828414,12599.6432648165,1077.54197969811,7469.09270591285,40004.7756628468,52553.9290661723,21398.4641675225,1613.98649257885,1540.61984912955,32270.3785010655,101701.567078159,102663.759935542,35558.8853300377,2402.28161062638,NOTBUBBLE
280.749319614103,179.864731195865,1022.31761271921,346.960346468487,779.859221150287,2697.97096793797,642.683444534465,3833.69104769702,6245.28623643278,1166.16855514959,1528.52407345456,12590.5311837105,13496.3523352238,2091.70964155039,9541.63105204592,34696.0346468488,27988.0453235902,3724.84698887384,2526.74387652693,37771.5935511316,86762.2650121528,56476.1603218605,6599.78517098192,19168.4552384851,121436.121263971,204079.497151179,111745.409666215,11648.3030244353,3774.51863036739,89033.041941953,346406.376604077,460176.121141085,217792.910642403,20492.1575616167,XOR
286.478897565412,190.187720149689,1065.58217969981,369.993048288619,795.774715459477,2852.81580224533,687.968557735348,3995.93317387427,6659.87486919514,1248.8537552119,1559.71844230057,13313.1404104782,14447.3397124423,2235.74723920122,9945.43367719819,36999.3048288619,29972.4901250855,3967.91934815852,2578.3100780887,39939.4212314346,92875.7552942719,60365.1754584329,7000.77213262785,19979.6658693714,129497.566901017,218549.407162082,119037.580444756,12298.3784772571,3851.54962282387,94142.9214740958,370815.052619353,491864.392624268,231025.480376719,21530.8357560291,XOR
272.154952687141,161.440768621245,960.284594795675,293.926591004218,755.985979686503,2421.61152931868,508.647198670659,3601.06723048378,5290.67863807592,855.449579533202,1481.73252018555,11300.8538034872,10681.5911720838,1413.8670511886,8962.65621809296,29392.6591004218,20530.7899087968,2310.51390812086,2449.39457418427,33902.5614104615,68667.3718205389,38174.4103820923,3746.53522001967,18005.3361524189,102874.306851476,149703.67641831,69315.4172436257,6040.86109916669,3658.97214168267,79913.1804675163,274160.840083485,311050.751261493,123635.662260649,9698.27325285057,XOR
272.154952687141,151.319677767574,928.578090398436,267.673148024694,755.985979686503,2269.79516651361,451.039288312121,3482.16783899414,4818.1166644445,740.065050759135,1481.73252018555,10592.3774437302,9471.82505455455,1195.34272498609,8666.72884371874,26767.3148024694,17761.5612182193,1911.68626348694,2449.39457418427,31777.1323311906,60890.3039221364,32274.2535746244,3037.19506941341,17410.8391949707,93685.601808643,129511.383882849,57350.5879046083,4802.82501325812,3658.97214168267,74903.2404949492,243110.176400233,262975.399496939,100227.437290642,7568.21152020385,XOR
286.478897565412,168.417195177134,1003.33642465783,307.884267865932,795.774715459477,2526.25792765702,537.740762302911,3762.51159246688,5541.91682158678,916.874671696048,1559.71844230057,11789.2036623994,11292.5560083611,1542.17494508611,9364.47329680646,30788.4267865932,22004.9921207051,2572.79448155072,2578.3100780887,35367.6109871982,72595.002910893,41638.7235173249,4269.77556046352,18812.5579623344,107759.493753076,160453.067546808,77183.8344465217,7060.70552357555,3851.54962282387,83366.5116126816,289842.270881269,339278.487918943,140902.593495296,11645.1280551965,XOR
263.560585760179,166.822752784274,959.798900802331,314.54807179158,732.112738222719,2502.34129176411,564.652510852898,3599.24587800874,5661.86529224843,986.572434417977,1434.94096691653,11677.5926948992,11857.7027279109,1696.27830963693,8958.12307415508,31454.807179158,23677.7384260314,2887.10146043285,2372.04527184161,35032.7780846976,76228.0889651412,45799.5143601971,4880.77757057597,17996.2293900437,110091.825127053,172650.176023146,86613.0438129854,8211.85609709719,3543.42565299796,82577.2626282157,304347.703349712,373181.228120125,161065.659829007,13767.1197542011,XOR
292.20847551672,172.923212260196,1018.16654321416,324.163060935006,811.690209768666,2593.84818390294,586.183354071264,3818.12453705308,5834.93509683011,1041.23817830948,1590.91281114659,12104.6248582137,12309.8504354965,1830.95842901828,9502.88773666546,32416.3060935006,24989.7162794275,3198.51132948124,2629.87627965048,36313.8745746411,79134.7527996206,49435.8775834936,5560.31938494374,19090.6226852654,113457.071327252,182216.681204159,95955.3398844371,9627.87004356516,3928.58061528034,85596.9900687969,315952.827844411,402810.854384022,183490.539703143,16614.3049632495,XOR
295.073264492374,157.276254131303,984.161908711861,273.568851665488,819.647956923261,2359.14381196954,454.248161240846,3690.60715766948,4924.23932997879,735.585250359521,1606.50999556959,11009.3377891912,9539.21138605776,1173.75019143905,9185.51114797737,27356.8851665488,17654.0460086285,1855.51236156799,2655.65938043137,33028.0133675736,61323.5017675142,31691.2551688544,2914.60809003584,18453.0357883474,95749.0980829209,128727.418812916,55665.3708470397,4556.74310552614,3967.09611150858,77851.7457949948,244839.758908816,258225.042116591,96182.0669711826,7097.7373139942,XOR
292.20847551672,158.910378775431,982.20537346533,280.978663324359,811.690209768666,2383.65568163147,475.864369257823,3683.27015049499,5057.61593983846,788.042101399764,1590.91281114659,11123.7265142802,9993.15175441429,1288.42901117245,9167.25015234308,28097.8663324359,18913.0104335944,2089.80554936115,2629.87627965048,33371.1795428405,64241.6898498061,34787.5833016563,3371.098432408,18416.3507524749,98342.5321635258,137907.367744959,62694.1664808343,5415.56252453894,3928.58061528034,78660.6374938383,256490.895029967,283454.38245794,111246.248269464,8670.73614337467,XOR
286.478897565412,163.087361293226,987.749717644848,292.875077041941,795.774715459477,2446.31041939838,501.701747668287,3704.06144116818,5271.75138675494,837.620197980704,1559.71844230057,11416.1152905258,10535.736701034,1377.368129789,9218.99736468526,29287.5077041941,20102.8847515369,2243.24771296719,2578.3100780887,34248.3458715774,67729.7359352187,37188.9395043031,3629.82283403386,18520.3072058409,102506.276964679,146583.534646623,67297.4313890158,5846.09354448087,3851.54962282387,80728.2438401467,270417.241993207,303020.988553581,119784.153523117,9382.04750961325,XOR
309.397209370645,245.286677600115,1263.35726647241,514.599436464892,859.436692696235,3679.30016400173,1023.99176925823,4737.58974927152,9262.78985636806,1976.6937376051,1684.49591768462,17170.0674320081,21503.8271544228,3744.81857527728,11791.3344870758,51459.9436464892,47440.6497025225,7008.85062227667,2784.5748843358,51510.2022960243,138238.88884986,101110.101532487,13012.3417160562,23687.9487463576,180109.802762712,345921.404080893,210265.5186683,24027.2610231278,4159.67359264978,121416.905412057,551931.563630184,823860.086561002,429407.276629855,44204.8571203081,NOT
309.397209370645,226.207818868434,1213.84039187974,455.190311721288,859.436692696235,3393.11728302651,868.389528318946,4551.90146954902,8193.42561098319,1606.7531289332,1684.49591768462,15834.5473207904,18236.1800946979,2917.44549320863,11329.1769908776,45519.0311721288,38562.0750943968,5233.68221512865,2784.5748843358,47503.6419623711,117232.586323058,78771.0283166329,9314.77559336156,22759.5073477451,159316.609102451,281181.79756331,157010.466453859,16492.0890768115,4159.67359264978,111972.870339875,468061.955763912,641838.008505898,307387.594580931,29101.5355801719,NOT
323.721154248915,209.44353350268,1197.28123255752,394.089013510918,899.225428469209,3141.65300254019,700.566204000292,4489.80462209068,7093.60224319652,1204.12731347411,1762.48183979965,14661.0473451876,14711.8902840061,2025.4285825687,11174.6248372035,39408.9013510918,28899.0555233786,3357.69698512227,2913.49038824024,43983.1420355627,94576.4375400394,54686.5717293549,5510.133507764,22449.0231104534,137931.154728821,210722.279857969,100730.909553668,8977.28196367956,4352.25107379097,103674.549083826,377605.183956157,445594.288165114,181834.405756212,14549.9466763557,NOT
317.991576297607,224.575756009889,1226.02685185456,444.123798726553,883.309934160019,3368.63634014833,832.353711650389,4597.60069445459,7994.22837707795,1512.04866802567,1731.28747095364,15720.3029206922,17479.4279446582,2693.53375519425,11442.9172839759,44412.3798726553,36289.1680326162,4736.6270320058,2861.92418667846,47160.9087620767,112367.751072803,72725.4113902447,8256.40842748602,22988.0034722729,155443.329554293,264608.516904493,142098.810960174,14303.893510061,4275.22008133449,111164.999224895,448638.65057956,592577.426142735,272461.478107038,24674.8568463051,NOT
