2,0.703226566,0.269626372,0.065840103,Same
2,0.824927088,0.313878314,0.097057989,Same
2,0.929603526,0.328058884,0.11653091,Same
2.236067977,1.042394912,0.398804807,0.216508004,Same
2.828427125,1.129044457,0.391273585,0.20483546,Same
2,0.835578878,0.19640891,0.029543956,Same
2,0.91838488,0.249240122,0.0533495,Same
2.828427125,1.081315596,0.244486405,0.049604339,Same
3,1.458091414,0.365324378,0.148278091,Same
3.16227766,1.625907524,0.461154784,0.308676734,Different
1,0.492083967,0.082305993,0.002692587,Same
1,0.454822355,0.088856644,0.004974037,Same
1.414213562,0.616984517,0.122941001,0.01018298,Same
2,0.864378244,0.169612347,0.020697379,Same
2,0.798464967,0.223047084,0.042875076,Same
1.414213562,0.746857033,0.25054707,0.057873696,Same
2,0.629820973,0.233608467,0.046860041,Same
2.236067977,0.851655177,0.248249806,0.056695857,Same
2,0.958951133,0.258836409,0.056807052,Same
2,0.95635698,0.288349489,0.082938988,Same
1.414213562,0.567456309,0.202168933,0.033569635,Same
1.414213562,0.719199134,0.229285834,0.046061481,Same
2,0.720559328,0.207721254,0.035921242,Same
2,0.889922003,0.279999813,0.077724615,Same
2.236067977,0.931840881,0.307057865,0.100742583,Same
1.414213562,0.593908663,0.107950677,0.006533615,Same
1.414213562,0.701184464,0.16473818,0.01395801,Same
2,0.618781733,0.155981227,0.012702975,Same
2,0.753570151,0.182689252,0.018959873,Same
2.236067977,0.800622862,0.171274736,0.016847278,Same
3,1.348248653,0.302493372,0.092257002,Same
3,1.35461133,0.361652707,0.156846315,Same
3.16227766,1.3903993,0.377548339,0.17810219,Same
3.605551275,1.262060738,0.404134833,0.210386775,Different
3.605551275,1.932473921,0.539072008,0.5345609,Different
1,0.373892017,0.12351835,0.009950679,Same
1,0.507298381,0.124276485,0.010279173,Same
1,0.560157928,0.141385674,0.013163307,Same
1.414213562,0.494280904,0.14522543,0.015053314,Same
2,0.793807763,0.21197312,0.031118026,Same
1.414213562,0.537556192,0.137982942,0.011889941,Same
1.414213562,0.634741246,0.158343904,0.01716198,Same
2,0.728349512,0.180261016,0.021980928,Same
2,0.896970576,0.192862437,0.023908073,Same
2,0.879219472,0.211239526,0.027353621,Same
2,0.917781169,0.319230619,0.106007067,Same
2,1.06622796,0.326468467,0.117595945,Same
2.828427125,1.041870774,0.31252068,0.10442924,Same
2.828427125,1.03909913,0.354768945,0.14074682,Same
2,1.209432048,0.375301116,0.172057811,Same
2,0.591994734,0.1891579,0.027210884,Same
2,0.799980532,0.24492706,0.050937141,Same
2.236067977,0.938418161,0.282460685,0.075094867,Same
2.828427125,0.755755948,0.229243745,0.043502684,Same
3,1.149312375,0.325906127,0.103542428,Same
1.414213562,0.579169492,0.201897891,0.033447358,Same
2,0.669274415,0.220288204,0.039528355,Same
2,0.859201307,0.29057023,0.083573487,Same
2.236067977,1.013681481,0.321833017,0.104683496,Same
3,1.13241813,0.350003037,0.12273026,Same
1.414213562,0.717419688,0.128550292,0.010061175,Same
1.414213562,0.731953497,0.160707474,0.016224595,Same
1.414213562,0.678190425,0.179280397,0.020850301,Same
2,0.747948987,0.159403384,0.016577532,Same
2,0.819232535,0.236458982,0.04295116,Same
1,0.61531407,0.194949599,0.029756156,Same
2,0.664467014,0.201129417,0.02799067,Same
2,0.861648439,0.253052374,0.048689925,Same
2,0.939194536,0.262654186,0.063124877,Different
2,0.954645386,0.327285048,0.113804079,Different
1,0.540255367,0.170092401,0.021497271,Same
1.414213562,0.683464688,0.15200877,0.014875289,Same
1.414213562,0.576834361,0.18135153,0.025512848,Same
1.414213562,0.747177401,0.233806364,0.047984332,Same
1.414213562,0.857791994,0.267621256,0.068768687,Same
1.414213562,0.622579804,0.094155984,0.004372116,Same
1.414213562,0.575390145,0.111627044,0.005895357,Same
1.414213562,0.746788078,0.146208705,0.0123378,Same
1.414213562,0.859272486,0.18190975,0.020759815,Same
2,0.972114933,0.227931034,0.037884103,Same
1.414213562,0.556284658,0.141109948,0.014116616,Same
1,0.694280904,0.189567191,0.026809816,Same
1.414213562,0.703811259,0.170092401,0.021855123,Same
1.414213562,0.725042715,0.225228112,0.041255605,Same
3,0.675949149,0.222393541,0.038209259,Same
1,0.411811799,0.063968088,0.001885014,Same
1,0.504493346,0.108676803,0.004766444,Same
1.414213562,0.624645144,0.149172675,0.011276269,Same
1.414213562,0.696669118,0.185245964,0.020833333,Same
2,0.699020755,0.167879384,0.016819928,Same
2,0.829358956,0.194945502,0.025727827,Same
2,0.794027261,0.222198927,0.041051835,Same
2.236067977,0.856172892,0.241005067,0.048732943,Same
2,0.92789985,0.251556694,0.054190442,Same
3.16227766,1.100517931,0.297338376,0.087525591,Same
1.414213562,0.652882398,0.143890732,0.007158684,Same
1.414213562,0.681548704,0.156222104,0.009851365,Same
1.414213562,0.728564869,0.193142568,0.022194154,Same
2,0.809323556,0.175410729,0.020008893,Same
2.236067977,1.161844321,0.293116764,0.071249237,Same
2.828427125,0.877074976,0.283576474,0.080707593,Different
2.828427125,0.920097796,0.30961076,0.101498575,Different
2.828427125,1.1211521,0.356515221,0.153938852,Same
2.828427125,1.370055602,0.417281275,0.247223522,Same
3.16227766,1.626658084,0.435296353,0.282193018,Same
2,0.569178138,0.184117532,0.026130335,Same
1.414213562,0.687856064,0.222009354,0.042233416,Same
2,0.843602052,0.248509189,0.056073817,Same
2,0.777500725,0.257453592,0.062506489,Same
3,0.964817287,0.279999813,0.077963038,Same
2,0.846870546,0.30414505,0.083435918,Same
2,0.885787705,0.320986632,0.107297113,Same
2.236067977,0.941606126,0.334491849,0.121330724,Same
2.236067977,1.002665646,0.379838958,0.182078745,Same
4,1.06654446,0.385705827,0.190591074,Same
1,0.487784527,0.129669863,0.010492713,Same
1.414213562,0.556214216,0.092415011,0.004330972,Same
1.414213562,0.662436578,0.112504334,0.005480803,Same
1.414213562,0.682373158,0.144350747,0.010567882,Same
1.414213562,0.651842154,0.190332031,0.025898253,Same
1,0.375,0.119254703,0.008907084,Same
1,0.394909961,0.122255507,0.009643606,Same
1.414213562,0.495234087,0.160753246,0.017990308,Same
1.414213562,0.579463185,0.172241075,0.021664263,Same
2.236067977,0.946384972,0.307426009,0.09208874,Same
1,0.38815155,0.119227208,0.009353599,Same
1.414213562,0.508010418,0.154854361,0.016504517,Same
1.414213562,0.563934643,0.192472095,0.026576535,Same
1.414213562,0.6378919,0.186361719,0.027027027,Same
2,0.897735019,0.277202084,0.074888972,Same
1,0.550374041,0.189310811,0.028260803,Same
1,0.719169135,0.251429723,0.054362208,Same
2.828427125,0.825536266,0.251545791,0.056480294,Same
3.16227766,1.035044636,0.30500561,0.093133003,Same
3.16227766,1.429318474,0.423376313,0.251314101,Same
1,0.326809857,0.077858796,0.003141772,Same
1,0.4,0.091238054,0.004838753,Same
1.414213562,0.653518595,0.144612168,0.013621942,Same
1.414213562,0.716150407,0.188871894,0.021487085,Same
1.414213562,0.780328452,0.18779338,0.023537453,Same
1,0.384379028,0.107035883,0.007302075,Same
1.414213562,0.484584567,0.149009156,0.015010352,Same
1,0.585344285,0.205946528,0.034656233,Same
2,0.763588678,0.236156496,0.046357616,Same
2,0.922922837,0.3021854,0.094704399,Same
1.414213562,0.701881207,0.162489567,0.014923223,Same
1.414213562,0.707875925,0.203219402,0.0246936,Same
1.414213562,0.829091229,0.228242673,0.03472428,Same
2,0.891386347,0.244692763,0.041752257,Same
2.828427125,1.135448936,0.258750856,0.058262798,Same
1,0.393202935,0.149626041,0.016138971,Same
2,0.871428378,0.340848113,0.133261588,Same
2,0.951409681,0.347679503,0.135446044,Same
2,0.983308788,0.345339,0.131738526,Same
2,1.244809605,0.406266227,0.208411701,Same
1,0.436274462,0.114390261,0.006174604,Same
1,0.428000781,0.155724367,0.017632915,Same
1.414213562,0.571585311,0.141485754,0.012366217,Same
1,0.536285681,0.17863287,0.024717665,Same
1.414213562,0.734476953,0.216211319,0.035894851,Same
1,0.606509422,0.116356166,0.008612132,Same
2.828427125,1.319039454,0.309648659,0.095526644,Same
4,1.196667078,0.409228205,0.231075533,Different
4,1.252738674,0.414773927,0.235792361,Same
3,1.569344454,0.440034197,0.280542986,Same
1,0.421426055,0.156002089,0.017893889,Same
1,0.549333031,0.141810811,0.013253654,Same
1,0.668357077,0.184806689,0.026884212,Same
1.414213562,0.744517269,0.229285834,0.045933266,Same
1.414213562,0.714945132,0.24000171,0.051701767,Same
2,1.00194414,0.229285834,0.042593749,Same
2.236067977,1.020003902,0.237408221,0.047230485,Same
2.236067977,1.246823704,0.243045216,0.052494672,Same
2.236067977,1.365028525,0.360834509,0.1607499,Same
