% Digital Circuits
% Stroke Classification Features
% 6/2/2009 4:59:46 PM

@RELATION digital_circuits

@ATTRIBUTE 'Arc Length' NUMERIC
@ATTRIBUTE 'Average Pen Speed' NUMERIC
@ATTRIBUTE 'Sum of Abs Value of Thetas' NUMERIC
@ATTRIBUTE 'Sum of Sqrt of Thetas' NUMERIC
@ATTRIBUTE 'Path Density' NUMERIC
@ATTRIBUTE 'Bounding Box Width' NUMERIC
@ATTRIBUTE 'Bounding Box Height' NUMERIC
@ATTRIBUTE 'Number of LX Intersections' NUMERIC
@ATTRIBUTE 'Part of a Closed Path' NUMERIC
@ATTRIBUTE 'End Point to Arc Length Ratio' NUMERIC
@ATTRIBUTE 'Distance To Left or Right Edge' NUMERIC
@ATTRIBUTE 'Inside a Closed Path' NUMERIC
@ATTRIBUTE 'Minimum Pen Speed' NUMERIC
@ATTRIBUTE 'Time to Draw Stroke' NUMERIC
@ATTRIBUTE class {Gate,Label,Wire}

@DATA
0.330974663161221,1.30468834724109,0.940557648548384,2.94277841508521,1.15313898635713,0.182834354864058,0.78727367354206,0,0,0.961166592994719,0.0112739035296356,0,0,128,Label
0.348977722405223,1.67698975391191,0.478581593203562,2.40697334169805,1.1081049877621,0.19008329404369,0.846796504779905,0,0,0.995415172105386,0.0235467605365807,0,0,105,Label
0.186357924538236,1.25374324469695,1.32429746971545,2.58962648730768,1.12280397414454,0.322175074650322,0.0988303613005725,0,0,0.954641329436656,0.016934639901056,0,0,75,Label
0.37554464958122,1.4803813787362,3.55669311902817,4.16309690706169,1.85573632896888,0.0757111425428257,0.704166324266579,0,0,0.48583170563621,0.00994196555988964,0,0,128,Label
0.738525679188086,1.12579576668918,11.1714921663662,16.8589221225535,5.69264467536236,0.534810623919535,0.79064289040458,0,0,0.442509590182331,0.00542289030539435,0,0.246897417546322,331,Label
0.627658546865624,1.75943386241588,4.94617605337186,9.21948586273179,4.33038845519441,0.552530253025303,0.741227709754294,0,0,0.461631962280024,0,0,1.98894757194055,180,Label
0.554990680240329,0.955740685618073,5.04326349649004,11.6374288550673,1.24119424824633,0.196526795536697,1.27244090174487,0,0,0.897720578263206,0.13148130529921,0,0.706671890147016,293,Gate
0.587772752740487,0.606488534275841,5.8969000599579,14.9356619277089,1.28782399336455,0.246463932107496,1.32297915468266,0,1,0.886141566763923,0.142041670630768,0,0.350888529611977,489,Gate
1.50408877557113,0.747703532345912,11.3046906523563,29.5165632219885,4.80252161410751,1.25728822882288,1.34768674500781,0,1,0.337403887008542,0.143896869945771,0,0,1015,Gate
0.329530620290617,1.47142908640878,0.80446389347744,2.14222721128113,1.00396032297953,0.0112761276127613,0.840058071054866,0,1,0.99820049474787,0.143754162306155,0,0,113,Gate
0.57298189556259,1.284932713353,3.4416084592116,6.8205247028583,1.06802106899544,1.01565692283514,0.274029638151587,0,1,0.981060001643053,0.144420131291028,0,1.06284161474362,225,Gate
