% Digital Circuits
% Stroke Classification Features
% 6/2/2009 4:59:46 PM

@RELATION digital_circuits

@ATTRIBUTE 'Arc Length' NUMERIC
@ATTRIBUTE 'Average Pen Speed' NUMERIC
@ATTRIBUTE 'Sum of Abs Value of Thetas' NUMERIC
@ATTRIBUTE 'Sum of Sqrt of Thetas' NUMERIC
@ATTRIBUTE 'Path Density' NUMERIC
@ATTRIBUTE 'Bounding Box Width' NUMERIC
@ATTRIBUTE 'Bounding Box Height' NUMERIC
@ATTRIBUTE 'Number of LX Intersections' NUMERIC
@ATTRIBUTE 'Part of a Closed Path' NUMERIC
@ATTRIBUTE 'End Point to Arc Length Ratio' NUMERIC
@ATTRIBUTE 'Distance To Left or Right Edge' NUMERIC
@ATTRIBUTE 'Inside a Closed Path' NUMERIC
@ATTRIBUTE 'Minimum Pen Speed' NUMERIC
@ATTRIBUTE 'Time to Draw Stroke' NUMERIC
@ATTRIBUTE class {Gate,Label,Wire}

@DATA
0.52963238577023,1.54472236523761,2.78136131476238,5.79121765681124,1.23714426731634,0.872289014615747,0.579505300353357,0,1,0.995895216663194,0.146275330606032,0,2.73579741405135,173,Gate
0.620124246470427,1.4353050835593,7.13757318662922,12.3602687587049,8.31893823879527,0.393859028760019,0.500890240227902,1,0,0.0927052747666121,0.193321282465988,0,1.15655022597224,218,Gate
1.23747544631707,0.380960230891632,9.57056500897751,20.0119557578913,1.77252107977149,1.70269526952695,0.88385789026762,1,0,0.792003384279715,0.0422890305394349,0,0,1639,Wire
1.82125493623289,0.538343191788199,11.3415865421596,25.2710909971282,3.74314234427325,1.72444208706585,1.96649957542389,1,0,0.644246125493162,0.0432404148035392,0,0,1707,Wire
1.05331432902965,0.494392111247918,20.9768797825521,29.7840534235796,7.44483619015645,0.659653465346535,0.986057468430712,3,0,0.439649443891534,0.104937684330701,0,0,1075,Wire
0.502306598131949,1.60410872237129,0.417894149477976,1.48220045406279,1.00252375172622,0.0104706899261355,1.28142548004492,0,1,0.998743959798361,0.318047759490058,0,2.05068535942767,158,Gate
1.3623192898119,0.737539013443562,9.87843121489089,27.3884469724444,5.85957431297306,1.03096023888103,1.19831813076944,0,1,0.333838721988964,0.318951574540957,0,0.423736122981559,932,Gate
1.39295027799902,0.317884151445169,13.4245673506274,23.277411084159,2.37670768214222,1.65517444601603,1.22976415481962,1,0,0.708894886510892,0.21815241175911,0,0,2211,Wire
1.54767742586242,0.408854785304627,12.2818457326428,29.1862406014542,3.15733118214122,1.59557205720572,1.40945572082066,0,0,0.661242450957962,0.220768718485396,0,0,1910,Wire
0.704105514709874,0.555979645114199,9.42574982799199,21.1015126831088,1.40297619458418,0.235187804494735,1.5183937327088,0,1,0.816185970806922,0.305727333269908,0,0.328415064054856,639,Gate
1.54096395725141,0.438289301329453,19.3204961317049,45.5758860400528,4.88322560642692,1.27742417098853,1.33870216670775,1,1,0.340615865804921,0.304823518219009,0,0,1774,Gate
2.50791803700214,0.436051650956039,8.68799282851858,21.9356108597851,1.01955749594844,4.54991749174918,0.108938011888131,0,0,0.990454388324692,0.0489011511749596,0,0,2902,Wire
0.372954512457743,0.891857389798033,5.98329659717482,11.8096132096587,10.1689626608302,0.212635549269213,0.298737228476731,0,0,0.0469347674422177,0.382218628103891,0,0.809988068615792,211,Gate
1.8991582593063,0.660413205040165,20.1290200996667,34.5176937597931,2.17922394983155,0.73536460788936,3.28610951324404,6,0,0.644523472655372,0.275378175244981,0,0,1451,Wire
0.702604373120439,0.925622875212359,5.13855196203485,11.8387468118621,1.14100278311735,0.21505186232909,1.68011614210973,0,1,0.926797735895448,0.487917419845876,0,0.426700815947998,383,Gate
1.79998150094711,0.529882075162833,17.294831787442,41.4168318025944,4.5748874084666,1.54160773220179,1.68685457583477,0,1,0.359138576463767,0.578298924935782,0,0,1714,Gate
1.70996909948489,0.482011317804204,11.0624501000636,23.6887174347985,2.56148708947504,1.95721357850071,1.73065439504753,0,0,0.73562585107798,0.381838074398249,0,0,1790,Wire
1.89998193990766,0.46537629397496,12.0497744383364,27.6281490195163,3.86871756644997,1.76954659751689,2.18774481606267,1,0,0.67202533033202,0.396489392065455,0,0,2060,Wire
0.229939975580441,0.734309925097848,0.718758088066318,1.70543581111596,1.01928970069838,0.0153033160458903,0.58175144492837,0,1,0.990499861366869,0.67143944439159,0,1.28748090732788,158,Gate
0.401875826987761,1.41800528934228,1.08802171704888,2.55279091998864,1.0523411510377,0.717644978783593,0.108938011888131,0,1,0.980573606633139,0.71596422795167,0,0,143,Gate
0.491555636883528,1.50317914172779,1.90112550456318,5.45365376576478,1.34499133752438,0.776441929907276,0.622182047278604,0,1,0.994511249326358,0.718104842545904,0,2.02577574789659,165,Gate
0.365063410717634,1.11636539838679,5.20305703857276,9.73070626638598,6.99206587840216,0.252907433600503,0.348152409127017,2,1,0.137432600919373,0.726667300922843,0,1.24795951501361,165,Gate
0.784928849511193,2.28931836786542,1.74321186271208,4.22913751710397,1.02074127821952,1.4232083922678,0.0550305420878188,0,0,0.989940257610916,0.668823137665303,0,2.62093687265284,173,Wire
0.459874071601587,1.23424983871134,1.23509248254996,3.7531615853714,1.02519244902614,0.0676567656765677,1.16013367299422,0,1,0.989414178767601,0.836599752640091,0,1.44289406830617,188,Gate
1.4050445458444,0.873084078458316,6.53632386920514,21.0817092675203,5.31596263797548,1.11633663366337,1.25334867285726,0,1,0.341523689566483,0.89525259252212,0,0.44433786243389,812,Gate
0.468506529250579,0.806807695020378,8.69187405625374,13.7120489155637,11.8150646245217,0.232771491434858,0.348152409127017,0,0,0.1379837716259,0.912567786128817,0,1.05131906516191,293,Gate
0.583847164359036,1.70284483520467,3.69475445319543,6.77126033321471,1.06953868291579,1.03418198962753,0.123537951625716,0,0,0.967226729201598,0.974407763295595,0,2.68188943265964,173,Wire
0.834368242695269,1.09921082380894,10.7079916248577,19.2139347568075,5.81425748435969,0.391442715700141,0.88385789026762,0,0,0.279406908719918,1,0,0.277976276799255,383,Label
0.986487264401177,0.761089514733257,6.7040421649746,20.8259555679276,1.06217066099499,1.75343784378438,0.497521023365382,0,0,0.990178358712953,0.832889354010085,0,0.622170977040525,654,Wire
4.62641244220952,0.946614776268598,29.4588333284572,62.2103625149483,1.70303498089288,6.49424406726387,2.11923740652478,0,0,0.78092003790375,0.835267814670345,0,0,2466,Wire
