@RELATION zernikeFeatures

@ATTRIBUTE A20 NUMERIC
@ATTRIBUTE A22 NUMERIC
@ATTRIBUTE A31 NUMERIC
@ATTRIBUTE A33 NUMERIC
@ATTRIBUTE A40 NUMERIC
@ATTRIBUTE A42 NUMERIC
@ATTRIBUTE A43 NUMERIC
@ATTRIBUTE A51 NUMERIC
@ATTRIBUTE A53 NUMERIC
@ATTRIBUTE A55 NUMERIC
@ATTRIBUTE A60 NUMERIC
@ATTRIBUTE A62 NUMERIC
@ATTRIBUTE A64 NUMERIC
@ATTRIBUTE A66 NUMERIC
@ATTRIBUTE A71 NUMERIC
@ATTRIBUTE A73 NUMERIC
@ATTRIBUTE A75 NUMERIC
@ATTRIBUTE A77 NUMERIC
@ATTRIBUTE A80 NUMERIC
@ATTRIBUTE A82 NUMERIC
@ATTRIBUTE A84 NUMERIC
@ATTRIBUTE A86 NUMERIC
@ATTRIBUTE A88 NUMERIC
@ATTRIBUTE A91 NUMERIC
@ATTRIBUTE A93 NUMERIC
@ATTRIBUTE A95 NUMERIC
@ATTRIBUTE A97 NUMERIC
@ATTRIBUTE A99 NUMERIC
@ATTRIBUTE A100 NUMERIC
@ATTRIBUTE A102 NUMERIC
@ATTRIBUTE A104 NUMERIC
@ATTRIBUTE A106 NUMERIC
@ATTRIBUTE A108 NUMERIC
@ATTRIBUTE A1010 NUMERIC
@ATTRIBUTE class {AND/OR,NAND/NOR/NOT,XOR,NOTBUBBLE}

@DATA
203.400017271442,54.8452394808983,486.648321419821,66.2521108722626,565.000047976229,822.678592213476,75.390367085855,1824.93120532433,1192.53799570073,82.746466630258,1107.40009403341,3839.16676366289,1583.19770880295,88.7042946059033,4542.05099991833,6625.21108722626,1985.91519912619,93.5664300802785,1830.60015544298,11517.5002909887,10177.6995565904,2395.01595435939,97.5710746484886,9124.65602662165,23188.2388052919,14480.6316602952,2806.99290240835,100.905514630357,2734.60023220495,27148.3935430447,40635.4078592758,19514.9448132987,3219.84546340013,103.716816076508,AND/OR
197.670439320134,52.6436613601819,469.943006043399,63.2306448783613,549.084553667039,789.654920402729,71.5668913500742,1762.28627266275,1138.1516078105,78.1563665610467,1076.2057251874,3685.05629521273,1502.90471835156,83.3929447697471,4386.13472307172,6323.06448783613,1875.75279746512,87.5840521605732,1779.03395388121,11055.1688856382,9661.53033226001,2251.60950878317,90.969305387288,8811.43136331373,22130.7257074264,13677.3641481832,2627.5215648172,93.7351912960406,2657.56923974847,26058.61237329,38574.55443769,18346.4478493444,3001.98707778051,96.0266176442109,AND/OR
183.346494441863,52.2981387285783,451.692449615066,64.7568738457507,509.295817894065,784.472080928675,75.3661156033916,1693.8466860565,1165.62372922351,84.4199589900761,998.219803072368,3660.86971100049,1582.68842767122,92.1662524925321,4215.79619640728,6475.68738457507,2026.07901576183,98.8138117603368,1650.11844997677,10982.6091330015,10174.4256064579,2488.48881729837,104.538517408058,8469.23343028249,22664.9058460127,14773.4928232633,2964.41435281011,109.488468075295,2464.99175860728,25887.5786706463,40622.3363102281,20276.575548357,3449.7710744659,113.788333840091,AND/OR
200.535228295788,51.3508488626475,467.100052727175,60.6337490675327,557.042300821634,770.262732939713,67.5848150931922,1751.62519772691,1091.40748321559,72.8150428849447,1091.8029096104,3594.55942038533,1419.28111695704,76.7835716432657,4359.6004921203,6063.37490675327,1747.56102923867,79.8344472636717,1804.81705466209,10783.678261156,9123.95003758094,2073.15643436817,82.2246077290501,8758.12598863454,21221.8121736364,12742.6325048653,2395.03341791015,84.1451684539355,2696.08473597671,25418.6701870105,36428.2153352306,16892.3857615185,2713.41205505865,85.7375967611,AND/OR
209.12959522275,53.1758284888749,485.493692511701,62.5375301316672,580.915542285418,797.637427333124,69.4108167973627,1820.60134691888,1125.67554237001,74.4509182928448,1138.59446287942,3722.30799422124,1457.62715274462,78.1511269240858,4531.27446344254,6253.75301316672,1786.82203902827,80.8816098265698,1882.16635700475,11166.9239826637,9370.46026764397,2110.08042695032,82.9190716962322,9103.00673459439,21888.1355460835,13028.9107012478,2426.4482947971,84.4694020000825,2811.63122466142,26322.0351019931,37412.4302537785,17193.2479232989,2736.32936597566,85.6849469564215,AND/OR
209.12959522275,52.8376051963634,483.363933432886,62.1511696439834,580.915542285418,792.564077945452,69.1243195818138,1812.61475037332,1118.7210535917,74.4123781376783,1138.59446287942,3698.63236374544,1451.61071121809,78.4898313979369,4511.39671204027,6215.11696439834,1785.89707530428,81.6995426399555,1882.16635700475,11095.8970912363,9331.78314354486,2119.2254477443,84.2887654864307,9063.07375186661,21752.9093753942,13022.1661740937,2450.98627919866,86.4354486046964,2811.63122466142,26154.6145721999,37258.0082545976,17267.7629075461,2781.52926105221,88.267411651788,AND/OR
194.80565034448,51.9674228882567,463.378795367969,62.5220222423287,541.126806512444,779.511343323851,70.9130133475358,1737.67048262988,1125.39640036192,77.6312341178049,1060.60854076439,3637.71960217797,1489.17328029825,83.0563529942165,4324.86875676771,6252.20222423287,1863.14961882732,87.4819527182989,1753.25085310032,10913.1588065339,9573.25680191734,2242.52153084384,91.1349922330121,8688.35241314942,21882.707784815,13585.4659706159,2624.45858154897,94.1908965635756,2619.05374352023,25723.8743296871,38222.1141943218,18272.3976587276,3007.4547436894,96.7852488704412,AND/OR
197.670439320134,47.2061660345964,443.285427946848,54.304230860133,549.084553667039,708.092490518947,59.2800028300267,1662.32035480068,977.476155482393,62.8398444402649,1076.2057251874,3304.43162242175,1244.88005943056,65.4599725490717,4137.33066083725,5430.4230860133,1508.15626656636,67.4606680208832,1779.03395388121,9913.29486726526,8002.8003820536,1767.41925882494,69.0567716181007,8311.6017740034,19006.4808010465,10996.9727770464,2023.8200406265,70.3919742963908,2657.56923974847,23367.0521871252,31951.9215253844,14401.1939607958,2278.87346339732,71.5620539469855,AND/OR
186.211283417518,47.3497928433167,432.175148089425,55.7291501814705,517.25356504866,710.246892649752,61.9271036847382,1620.65680533534,1003.12470326647,66.5228084709108,1013.81698749537,3314.48549903217,1300.4691773795,69.9483730713263,4033.6347155013,5572.91501814706,1596.54740330186,72.5253443114101,1675.90155075766,9943.45649709652,8360.15899743965,1888.60607292581,74.4922734986517,8103.28402667672,19505.2025635147,11641.4914824094,2175.7603293423,76.0255189543718,2503.50725483551,23438.1474574418,33378.7088860739,15388.6420756918,2458.2450254555,77.254924245558,AND/OR
211.994384198405,49.6318349613088,470.53060220889,56.6058698208615,588.873289440013,744.477524419633,61.3299326604762,1764.48975828334,1018.90565677551,64.6025204674518,1154.19164730243,3474.22844729162,1287.92858587,66.9539673038588,4391.61895394964,5660.58698208615,1550.46049121884,68.7344547209228,1907.94945778564,10422.6853418749,8279.54090916429,1807.75711720419,70.1734064997409,8822.44879141668,19812.0544373015,11305.4410818041,2062.03364162768,71.4195278000846,2850.14672088966,24567.7583058479,33056.8337039967,14729.8728068489,2315.72241449145,72.56776245589,AND/OR
